"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000196924",-1.01615696958989,10.6388787666038,137.500994658125,9.36963143382136e-32,5.09633745445303e-31,"FLNA","protein_coding"
"ENSG00000196972",-1.67622010223321,1.32321194308345,287.775416695099,1.51802601405376e-64,2.21957251904937e-63,"SMIM10L2B","protein_coding"
"ENSG00000196976",1.52118424888458,5.27642379277197,295.065848469929,3.91548987154528e-66,5.95258222482391e-65,"LAGE3","protein_coding"
"ENSG00000196990",2.93744757402229,-3.1893357847456,26.7621973952818,2.30094750984523e-07,3.96641459827938e-07,"FAM163B","protein_coding"
"ENSG00000197057",1.43091646032042,-1.09187441839068,50.4579522035765,1.21745484750623e-12,2.82259084757032e-12,"DTHD1","protein_coding"
"ENSG00000197061",5.61457291029006,-0.294032187306931,121.543783684383,2.90518589229859e-28,1.38445274442424e-27,"H4C3","protein_coding"
"ENSG00000197079",4.85573574707852,-2.43502692138219,34.6979792272855,3.85031051350613e-09,7.36710874690378e-09,"KRT35","protein_coding"
"ENSG00000197106",1.79145716600286,1.62326849231467,59.7930683109296,1.05373831880981e-14,2.71006934446008e-14,"SLC6A17","protein_coding"
"ENSG00000197110",5.21806654179387,-3.22154129333053,111.629746564342,4.30676955089557e-26,1.87340633564269e-25,"IFNL3","protein_coding"
"ENSG00000197124",1.02346728297838,2.76425811704639,155.712043764803,9.78571600242193e-36,6.21322886156379e-35,"ZNF682","protein_coding"
"ENSG00000197153",5.86365614259339,-1.46297182836832,246.704614698721,1.35794481996098e-55,1.60915636168524e-54,"H3C12","protein_coding"
"ENSG00000197168",1.63608705671305,2.67932566557103,134.253755036828,4.80803482199582e-31,2.53735712129406e-30,"NEK5","protein_coding"
"ENSG00000197172",7.47528095719715,1.88704036922937,33.900374423429,5.80075354285605e-09,1.09709781686616e-08,"MAGEA6","protein_coding"
"ENSG00000197177",-1.31999195273288,-3.48738432627928,11.80551869461,0.000590554064384864,0.000819665340199728,"ADGRA1","protein_coding"
"ENSG00000197180",1.08772904392238,2.65183884225328,125.996696798347,3.07995511199672e-29,1.51703344594687e-28,"CH17-340M24.3","lncRNA"
"ENSG00000197191",2.26299558046019,1.68514348388448,245.25484751082,2.81167230762073e-55,3.29973937184972e-54,"CYSRT1","protein_coding"
"ENSG00000197213",1.33079485816224,-4.10655349276237,22.9816467115147,1.63555410721325e-06,2.67181598502466e-06,"ZSCAN5B","protein_coding"
"ENSG00000197238",2.8083614487521,-1.42446282283912,157.99812802754,3.09777574830912e-36,1.99679694435133e-35,"H4C11","protein_coding"
"ENSG00000197245",-2.18074203764471,1.4969662400559,645.218005120119,2.44966495566317e-142,1.5120479417788e-140,"FAM110D","protein_coding"
"ENSG00000197251",1.42782355830081,-3.72781281951696,21.6373927929335,3.29367730084376e-06,5.29055223198201e-06,"LINC00336","lncRNA"
"ENSG00000197256",-1.16992543471451,6.41365492508242,365.084443677105,2.20030154584413e-81,4.41077920366801e-80,"KANK2","protein_coding"
"ENSG00000197261",1.87159874092751,3.93041946375574,76.2068206614258,2.55457858368686e-18,7.90780118628982e-18,"C6orf141","protein_coding"
"ENSG00000197272",2.63687673212695,-1.7185338433252,205.19187964328,1.53786461983325e-46,1.38742134180608e-45,"IL27","protein_coding"
"ENSG00000197275",2.12887441172291,2.15681030517249,372.885207266481,4.40556440848468e-83,9.15128155351369e-82,"RAD54B","protein_coding"
"ENSG00000197279",1.09870971153334,2.65641258385264,120.244671546999,5.59202237650759e-28,2.63523547846776e-27,"ZNF165","protein_coding"
"ENSG00000197299",2.47557901775787,3.30547750652796,386.363826361142,5.12254828540503e-86,1.1176208535439e-84,"BLM","protein_coding"
"ENSG00000197308",2.74644759273925,3.37776508402894,119.841438524305,6.85247685064561e-28,3.21678847104315e-27,"GATA3-AS1","lncRNA"
"ENSG00000197372",1.10006941353112,3.78969942649604,191.427174454206,1.55172824256734e-43,1.27063221541881e-42,"ZNF675","protein_coding"
"ENSG00000197385",1.16948350283883,2.30960440810288,109.711939754075,1.13317240498851e-25,4.84810874299207e-25,"ZNF860","protein_coding"
"ENSG00000197408",1.9554971627667,-1.33877266936783,19.6300821507548,9.39778578882553e-06,1.47031211848113e-05,"CYP2B6","protein_coding"
"ENSG00000197409",3.77945053972742,1.86017992953084,239.502154414446,5.04961821469933e-54,5.70972772624408e-53,"H3C4","protein_coding"
"ENSG00000197444",2.24649764371852,0.50719997605216,54.3851742169609,1.64801546722175e-13,4.00156127077808e-13,"OGDHL","protein_coding"
"ENSG00000197446",4.30794089249087,-1.92497930500871,45.9128469616578,1.2363252459564e-11,2.71407134748222e-11,"CYP2F1","protein_coding"
"ENSG00000197461",-1.72591852730418,5.04598405343344,568.865171834187,9.9122612023906e-126,4.43437281542727e-124,"PDGFA","protein_coding"
"ENSG00000197465",-1.04651501716832,-1.2719512660535,107.11376195521,4.20335019048987e-25,1.74885549201162e-24,"GYPE","protein_coding"
"ENSG00000197467",1.28138050830559,2.03741696858509,111.339954136728,4.9846424379605e-26,2.163450172506e-25,"COL13A1","protein_coding"
"ENSG00000197472",3.92557954137018,1.42237465802656,340.480212028646,5.01521066180521e-76,9.22846075080289e-75,"ZNF695","protein_coding"
"ENSG00000197496",1.28240886494197,6.60081956211476,108.962441271952,1.65390283224471e-25,7.02665535677043e-25,"SLC2A10","protein_coding"
"ENSG00000197506",-1.09264290443676,3.39400264759502,35.6745009900792,2.33196450939274e-09,4.51418893962936e-09,"SLC28A3","protein_coding"
"ENSG00000197520",2.3808464962597,0.54610898438695,85.527010293762,2.28558172637449e-20,7.76389264593077e-20,"FAM177B","protein_coding"
"ENSG00000197549",1.21813947232908,-1.88634287796493,9.52301602012585,0.00202910831064484,0.00270266031133075,"PRAMENP","transcribed_unprocessed_pseudogene"
"ENSG00000197561",-2.85822433968519,-2.08795150299589,280.956103301754,4.6477837280537e-63,6.53605058512527e-62,"ELANE","protein_coding"
"ENSG00000197565",-1.16242143641082,3.57395623620738,46.7193282695289,8.19170624164308e-12,1.81484813997329e-11,"COL4A6","protein_coding"
"ENSG00000197576",-2.31405162536243,0.327560983932399,590.73891773843,1.73054969156166e-130,8.67721638403858e-129,"HOXA4","protein_coding"
"ENSG00000197587",3.78903870229694,-0.296566934141131,174.581830631001,7.38796324759331e-40,5.3769486247876e-39,"DMBX1","protein_coding"
"ENSG00000197588",4.26649031663322,-1.64599391582534,223.8335441317,1.31893042467368e-50,1.34338057092742e-49,"KLKP1","transcribed_unprocessed_pseudogene"
"ENSG00000197599",1.75589815724501,1.46292755988559,122.395805957041,1.89089171841949e-28,9.07302410031298e-28,"CCDC154","protein_coding"
"ENSG00000197614",-1.70945902932265,5.86696043420713,234.919567265329,5.04098222951527e-53,5.5676307127234e-52,"MFAP5","protein_coding"
"ENSG00000197616",-3.50669403454124,-2.51755962161892,138.349091404069,6.11285506352838e-32,3.35390261643097e-31,"MYH6","protein_coding"
"ENSG00000197632",1.84202135192415,0.950281922777542,27.5759324353853,1.51046583929608e-07,2.63544469053314e-07,"SERPINB2","protein_coding"
"ENSG00000197635",-1.39649745417397,3.62116254968724,175.01887063963,5.93042500908185e-40,4.32745753094432e-39,"DPP4","protein_coding"
"ENSG00000197653",1.06969060716569,1.09456311758703,75.0892975780139,4.49898479704781e-18,1.3715645274526e-17,"DNAH10","protein_coding"
"ENSG00000197658",4.81774380287848,-3.30443899981599,52.0629857014829,5.3748601195829e-13,1.26905515836417e-12,"SLC22A24","protein_coding"
"ENSG00000197696",-2.0227159021971,2.84485621998142,470.23148829823,2.85361381396802e-104,8.66974103449319e-103,"NMB","protein_coding"
"ENSG00000197721",2.11514541398051,-2.2873251508898,75.7950531574113,3.14688473105925e-18,9.69361760570288e-18,"CR1L","protein_coding"
"ENSG00000197753",4.83765576032192,-0.326046571386155,169.29242655715,1.05611066524356e-38,7.37684614029362e-38,"LHFPL5","protein_coding"
"ENSG00000197766",-3.39252201246231,6.29751908933376,778.831757040037,2.16020608268674e-171,1.91521907467294e-169,"CFD","protein_coding"
"ENSG00000197769",-3.72925370657688,0.0356911824847288,1069.877329767,1.16401283287305e-234,2.12187572945689e-232,"MAP1LC3C","protein_coding"
"ENSG00000197774",1.06592209918273,4.66071480932547,99.5823066586108,1.8817810489016e-23,7.29849659153424e-23,"EME2","protein_coding"
"ENSG00000197822",1.20332155169627,4.32894978943788,135.23081753423,2.9393351793771e-31,1.56515786715125e-30,"OCLN","protein_coding"
"ENSG00000197826",1.23503330955198,-2.59481678461454,14.3139046228821,0.00015471783092042,0.000223820462219298,"CFAP299","protein_coding"
"ENSG00000197837",2.00057630596024,2.09195723617897,124.0551102774,8.19360238921028e-29,3.96960294589038e-28,"H4-16","protein_coding"
"ENSG00000197838",4.32199826743334,-1.1530598777729,35.2796765795376,2.85596841581315e-09,5.50233741114535e-09,"CYP2A13","protein_coding"
"ENSG00000197847",1.64204134369485,-0.0349496112663588,91.9518811414496,8.88099057995786e-22,3.20191721371678e-21,"SLC22A20P","transcribed_unitary_pseudogene"
"ENSG00000197852",-1.05928522007122,3.53522458074612,170.740846456344,5.09753530255666e-39,3.60113821355913e-38,"INKA2","protein_coding"
"ENSG00000197859",1.38966482053099,3.77341558335821,172.072641918535,2.60913451330545e-39,1.86346278586682e-38,"ADAMTSL2","protein_coding"
"ENSG00000197870",2.90363491601022,-1.67039706123696,91.3679889223363,1.19290707115669e-21,4.27557008873784e-21,"PRB3","protein_coding"
"ENSG00000197872",-1.55978391503607,4.04403918951535,445.897018130738,5.63698609827081e-99,1.55295782269452e-97,"CYRIA","protein_coding"
"ENSG00000197879",-1.10029480845721,8.79157683455959,352.191905425367,1.41196958552286e-78,2.70801049809472e-77,"MYO1C","protein_coding"
"ENSG00000197880",1.75117188356558,-3.09456205613446,57.1791772790737,3.97861329922024e-14,9.94525854175198e-14,"MDS2","lncRNA"
"ENSG00000197888",2.07972741758199,1.74979224389912,22.9357630034385,1.67506218259606e-06,2.73475247941208e-06,"UGT2B17","protein_coding"
"ENSG00000197889",1.61178847869883,-1.52971077475574,54.4215293135303,1.61780683856997e-13,3.93065799530484e-13,"MEIG1","protein_coding"
"ENSG00000197891",-5.7083938842913,-2.44750544990699,393.506896344862,1.42702086973842e-87,3.17377902671013e-86,"SLC22A12","protein_coding"
"ENSG00000197893",-4.52916840923066,0.980724309553777,295.942693160117,2.52198007392525e-66,3.85511139043197e-65,"NRAP","protein_coding"
"ENSG00000197903",1.76327095984048,5.57983883826021,178.780354243151,8.94794621648546e-41,6.69465634647291e-40,"H2BC12","protein_coding"
"ENSG00000197928",-1.12796075084479,3.44059815306513,141.149835741227,1.49203265996652e-32,8.39645038449131e-32,"ZNF677","protein_coding"
"ENSG00000197977",1.83158493315926,5.50683580742107,55.8811404976873,7.69875641889627e-14,1.89889028769059e-13,"ELOVL2","protein_coding"
"ENSG00000197993",1.10851161971876,0.40142507760288,43.697316897873,3.83296913088737e-11,8.18234244259147e-11,"KEL","protein_coding"
"ENSG00000198003",2.7085386277232,0.994906946171201,176.60533360386,2.67086524010442e-40,1.9658576040844e-39,"CCDC151","protein_coding"
"ENSG00000198010",-1.81118328013051,-1.85631734733138,178.404671369288,1.08082074680026e-40,8.05556311285406e-40,"DLGAP2","protein_coding"
"ENSG00000198018",1.42695352425613,4.17944042687968,316.515580789839,8.31564593427475e-71,1.39464036068813e-69,"ENTPD7","protein_coding"
"ENSG00000198019",1.71012721386224,-0.0852905012530985,186.769140561488,1.61283138352549e-42,1.27775288934463e-41,"FCGR1B","protein_coding"
"ENSG00000198028",3.02113525946655,-1.87375197822995,20.1188237643377,7.27768700153079e-06,1.14698840469342e-05,"ZNF560","protein_coding"
"ENSG00000198033",5.62020536091411,-1.55898767745809,48.529504445509,3.25356913304831e-12,7.381745485647e-12,"TUBA3C","protein_coding"
"ENSG00000198053",-1.25861342259706,6.11659649005948,265.435582782614,1.1213340566662e-59,1.46200673631513e-58,"SIRPA","protein_coding"
"ENSG00000198054",6.78127323295718,-0.752301575711441,76.674536753826,2.01585845643265e-18,6.26103808801255e-18,"DSCR8","lncRNA"
"ENSG00000198056",1.04084973069734,3.30437145230422,188.635657962657,6.31165053703827e-43,5.06203715974225e-42,"PRIM1","protein_coding"
"ENSG00000198062",2.71453256503992,-3.35328673395959,48.4433902686136,3.39962238969012e-12,7.70683806495882e-12,"POTEH","protein_coding"
"ENSG00000198077",5.45238244710144,4.40024042868796,60.9546231008378,5.8405616751737e-15,1.52381160345456e-14,"CYP2A7","protein_coding"
"ENSG00000198088",1.38334224390219,1.34409651057613,86.9686067327834,1.1025749564484e-20,3.78422039864965e-20,"NUP62CL","protein_coding"
"ENSG00000198099",-3.52819188819733,-1.6570461262625,333.106377649392,2.02406105909402e-74,3.62861313948795e-73,"ADH4","protein_coding"
"ENSG00000198156",1.16392168978963,-2.14469140533054,31.1435046699837,2.39639884829737e-08,4.38425986835117e-08,"NPIPB6","protein_coding"
"ENSG00000198178",1.87057511281936,-2.31900736560778,30.097649183532,4.10828926763136e-08,7.4134686062679e-08,"CLEC4C","protein_coding"
"ENSG00000198189",-1.14194318369872,4.48588987446575,232.958559736903,1.34942130000926e-52,1.46632102822733e-51,"HSD17B11","protein_coding"
"ENSG00000198216",2.08743036089162,-0.737332739837839,120.601832443006,4.67066416930388e-28,2.20798120751993e-27,"CACNA1E","protein_coding"
"ENSG00000198246",1.00695297028098,4.69712642502776,130.043584734767,4.00878025654389e-30,2.03411183412821e-29,"SLC29A3","protein_coding"
"ENSG00000198286",1.05087626191313,3.00680204733724,76.0609631006466,2.75041084953252e-18,8.49513279812062e-18,"CARD11","protein_coding"
"ENSG00000198331",1.21319246239415,3.49632102286457,220.141773351597,8.42285360573532e-50,8.36070023307213e-49,"HYLS1","protein_coding"
"ENSG00000198353",1.27792307756922,3.30738585518818,109.888548028601,1.03657996372274e-25,4.44167227425572e-25,"HOXC4","protein_coding"
"ENSG00000198466",1.15519480599816,5.51337213369493,118.568682527887,1.30167983568232e-27,6.03787519500204e-27,"ZNF587","protein_coding"
"ENSG00000198467",-1.26631610040749,7.0908898011336,192.531292083858,8.90888563052683e-44,7.35680839218568e-43,"TPM2","protein_coding"
"ENSG00000198468",1.14222708315765,1.15400433676485,92.5887681200186,6.43717285888491e-22,2.33377428647863e-21,"FLVCR1-DT","lncRNA"
"ENSG00000198478",-1.79571068878062,4.45179495376514,540.394746808603,1.54723482119985e-119,6.14639820519409e-118,"SH3BGRL2","protein_coding"
"ENSG00000198483",-1.14464043487502,2.16279544767844,80.4675623086584,2.9551639646683e-19,9.54628571229797e-19,"ANKRD35","protein_coding"
"ENSG00000198488",1.88182197069863,-3.43029596061065,11.438803700062,0.000719260839172659,0.00099083146183083,"B3GNT6","protein_coding"
"ENSG00000198523",-1.67184285162272,2.85037139064314,226.384327008037,3.6634242978934e-51,3.79273306424686e-50,"PLN","protein_coding"
"ENSG00000198535",2.56070670972711,2.55212759933907,61.2121248501139,5.12449642317767e-15,1.34201534283137e-14,"C2CD4A","protein_coding"
"ENSG00000198554",1.61133552241555,3.98188811199564,382.389235999185,3.75656802231011e-85,8.12326599502868e-84,"WDHD1","protein_coding"
"ENSG00000198569",2.09751838186788,-0.668936888318549,119.693876038063,7.38165278594114e-28,3.4602051812012e-27,"SLC34A3","protein_coding"
"ENSG00000198570",2.25116453357758,-2.81642843008413,55.893648270837,7.64993163048059e-14,1.88732502469673e-13,"RD3","protein_coding"
"ENSG00000198576",-1.49505392772747,2.22253132292254,77.2051339057955,1.54092475332436e-18,4.80507391104584e-18,"ARC","protein_coding"
"ENSG00000198590",1.15167149540456,-0.294350548041606,89.0923607163966,3.76803231333987e-21,1.32186097610961e-20,"C3orf35","lncRNA"
"ENSG00000198624",-2.77004616272785,5.15091042513715,1099.84773365703,3.56433877031401e-241,6.95224277149748e-239,"CCDC69","protein_coding"
"ENSG00000198643",-1.22412679460828,2.11276739614487,29.5431951635903,5.46843049544072e-08,9.78997125411392e-08,"FAM3D","protein_coding"
"ENSG00000198681",8.70957281910659,1.15285458772574,78.8472246917969,6.71036452034284e-19,2.12545729082961e-18,"MAGEA1","protein_coding"
"ENSG00000198723",2.11366705994125,0.840281016868949,190.697359045792,2.23930916970918e-43,1.82370460773184e-42,"TEX45","protein_coding"
"ENSG00000198734",1.50641993358409,2.28908072754007,72.9940711902932,1.30039887180236e-17,3.87477543454096e-17,"F5","protein_coding"
"ENSG00000198759",-1.76149301642936,2.8705729877273,160.265563845615,9.89979330212958e-37,6.48188883377098e-36,"EGFL6","protein_coding"
"ENSG00000198768",-1.95133577538583,2.92406901895649,166.976500924291,3.38503224550973e-38,2.32646419833218e-37,"APCDD1L","protein_coding"
"ENSG00000198774",-1.76287978871915,2.42167250335217,337.30559726017,2.46416821276972e-75,4.47103265023939e-74,"RASSF9","protein_coding"
"ENSG00000198780",1.08952803616662,1.64954282178796,47.6533193162477,5.08660399876323e-12,1.1389531741003e-11,"FAM169A","protein_coding"
"ENSG00000198797",2.15435536105437,3.03218482505423,42.3603404438652,7.59139065942946e-11,1.594551742539e-10,"BRINP2","protein_coding"
"ENSG00000198805",1.10125700050595,5.58995821456832,163.936173348914,1.56208619992299e-37,1.04991355373873e-36,"PNP","protein_coding"
"ENSG00000198807",2.0435082435082,3.24606549634295,130.800444110304,2.73792032143624e-30,1.39543077788382e-29,"PAX9","protein_coding"
"ENSG00000198814",1.56335493782471,3.10599631957802,337.725445237034,1.99633297822826e-75,3.62555630729443e-74,"GK","protein_coding"
"ENSG00000198826",2.59016399769536,4.31320899496924,446.397199792961,4.38724137008136e-99,1.21036977260873e-97,"ARHGAP11A","protein_coding"
"ENSG00000198835",-1.13232811310637,1.17748609867599,211.443641900539,6.65133892503598e-48,6.20441729951348e-47,"GJC2","protein_coding"
"ENSG00000198838",-2.15139258485046,1.57255245530652,414.902402227826,3.14061480293781e-92,7.63811617597282e-91,"RYR3","protein_coding"
"ENSG00000198842",-2.28045857330773,-0.349408413994532,194.598311248767,3.15268345669662e-44,2.6425909249191e-43,"STYXL2","protein_coding"
"ENSG00000198844",-1.98189420118447,4.27188600413031,813.201033417457,7.27692554512122e-179,7.31631096688605e-177,"ARHGEF15","protein_coding"
"ENSG00000198848",-3.6111910886461,4.70897100454677,783.487952380679,2.09954008351961e-172,1.88716725018664e-170,"CES1","protein_coding"
"ENSG00000198865",-1.00201216067225,1.6245658786358,133.638265770284,6.555454908303e-31,3.43998245860775e-30,"CCDC152","protein_coding"
"ENSG00000198873",-1.28272404579185,4.02444566137436,458.410669328129,1.06600282538014e-101,3.08035334948736e-100,"GRK5","protein_coding"
"ENSG00000198881",-2.30060002041264,-2.2218594911935,194.044464943343,4.16446538901252e-44,3.48020126018377e-43,"ASB12","protein_coding"
"ENSG00000198883",3.31155453086861,-0.651428174874683,40.9669193787977,1.54827819531187e-10,3.19703220406077e-10,"PNMA5","protein_coding"
"ENSG00000198885",-2.29030476498377,1.67781030721553,640.781924857188,2.25882594684573e-141,1.37682500291331e-139,"ITPRIPL1","protein_coding"
"ENSG00000198889",3.10639616037061,-1.76908601719041,11.5316311149506,0.00068421954835203,0.000944293659563174,"DCAF12L1","protein_coding"
"ENSG00000198901",2.82867382677806,5.66880921508928,504.340508888962,1.0803668347046e-111,3.7165000195614e-110,"PRC1","protein_coding"
"ENSG00000198914",-1.84269558014776,-0.253265376141741,40.5412421405381,1.92509464619174e-10,3.95335555632448e-10,"POU3F3","protein_coding"
"ENSG00000198930",9.02039717346483,0.518639674230704,106.898871343396,4.68475366320221e-25,1.94458651203999e-24,"CSAG1","protein_coding"
"ENSG00000198932",-1.95698619138059,3.19894135429871,630.154341648789,4.62650949610096e-139,2.71807432895932e-137,"GPRASP1","protein_coding"
"ENSG00000198937",1.91732727283532,4.07980541958728,465.841370486527,2.57469258980475e-103,7.66708075788423e-102,"CCDC167","protein_coding"
"ENSG00000198944",1.93664868654413,3.25135624632306,59.8080576973086,1.04574338133755e-14,2.69021691545621e-14,"SOWAHA","protein_coding"
"ENSG00000198947",-2.76355184280347,5.13894549293776,748.931453771901,6.85081461174389e-165,5.56771412508603e-163,"DMD","protein_coding"
"ENSG00000198976",1.05783996993865,-2.03985880105565,38.5841850016907,5.24421421272868e-10,1.05083622579898e-09,"MIR429","miRNA"
"ENSG00000199038",1.8806422274143,-4.09331353980758,28.2163917499955,1.08481960618177e-07,1.90779969511996e-07,"MIR210","miRNA"
"ENSG00000199047",-1.2471902850481,-4.44432262107608,17.5299898133486,2.82811433065651e-05,4.29446243826043e-05,"MIR378A","miRNA"
"ENSG00000199053",-1.40754181108233,-4.07456050421505,42.2557750436383,8.00831802402631e-11,1.68049750466523e-10,"MIR324","miRNA"
"ENSG00000199082",2.45922686848353,-3.81794622822003,70.1422825582713,5.51774877996007e-17,1.59560696742952e-16,"MIR342","miRNA"
"ENSG00000199085",2.27939603110349,-3.46935723834175,63.8157511143393,1.36616895433528e-15,3.68512314400631e-15,"MIR148A","miRNA"
"ENSG00000199121",1.08027553930606,-4.41070715922375,12.2983604498146,0.000453356367783789,0.000634386681513939,"MIR26B","miRNA"
"ENSG00000199161",-1.93361467162425,-3.94875715599993,66.0956561479433,4.29561432148253e-16,1.18895923571047e-15,"MIR126","miRNA"
"ENSG00000199266",1.93334585200522,-1.50239768916584,94.7195794342247,2.19358736438606e-22,8.1033942315057e-22,"SNORA60","snoRNA"
"ENSG00000199347",3.59065414142066,-2.15247391165715,19.273710847564,1.13255066383963e-05,1.76356384306179e-05,"RNU5E-1","snRNA"
"ENSG00000199377",1.45200508612355,-3.64813447702692,19.6802727281179,9.15415124454217e-06,1.43288435939969e-05,"RNU5F-1","snRNA"
"ENSG00000199436",2.03582203849844,-3.45757464648373,29.8906501611009,4.57111834109836e-08,8.22051108640268e-08,"SNORD9","snoRNA"
"ENSG00000199568",6.72924684041139,0.0533016492671808,35.7786986519883,2.21051616527382e-09,4.28376729296234e-09,"RNU5A-1","snRNA"
"ENSG00000199753",2.34668429574943,0.00380733311354748,135.873495132611,2.12656453621918e-31,1.1395231120592e-30,"SNORD104","snoRNA"
"ENSG00000199961",1.84686587176162,-4.16038377154916,44.146300781631,3.04727123973472e-11,6.54160527526148e-11,"SNORD1B","snoRNA"
"ENSG00000200394",4.26275748352313,-2.73527386718206,50.7670991460662,1.0400254553985e-12,2.42072750686728e-12,"SNORA38B","snoRNA"
"ENSG00000200534",1.41921601278955,-0.371590419623572,101.659696383917,6.59282151316693e-24,2.60626233510987e-23,"SNORA33","snoRNA"
"ENSG00000200795",6.88264992347049,2.09717610337607,90.3198325058474,2.0261146128428e-21,7.19318629841625e-21,"RNU4-1","snRNA"
"ENSG00000200879",1.27178099320246,-2.02041086902451,38.623404053498,5.13988834187583e-10,1.03056663351448e-09,"SNORD14E","snoRNA"
"ENSG00000200913",1.61873640597383,-2.85652991880435,64.1450148700726,1.15590106064369e-15,3.12745875819881e-15,"SNORD46","snoRNA"
"ENSG00000200959",7.32762252133084,0.988272804596314,37.8045439258475,7.81994160340757e-10,1.55307973703762e-09,"SNORA74A","snoRNA"
"ENSG00000201098",6.82655390461442,0.637623833395818,33.2230302061145,8.21715445784796e-09,1.5414079409533e-08,"RNY1","misc_RNA"
"ENSG00000201183",1.53395367507083,-2.21149296790845,36.5042231760642,1.52335838661957e-09,2.97726506322792e-09,"RNVU1-3","snRNA"
"ENSG00000201302",1.58632787106607,-1.0129715010991,80.9620898280416,2.30089582249487e-19,7.47360083559742e-19,"SNORA65","snoRNA"
"ENSG00000206630",3.14194326533129,-2.06991914036369,199.032507576591,3.3959625968018e-45,2.93089603763801e-44,"SNORD60","snoRNA"
"ENSG00000206634",3.12595639585115,-2.29630247606742,68.0006462027604,1.63441959804477e-16,4.62287619777598e-16,"SNORA22","snoRNA"
"ENSG00000201457",1.21268685366396,-2.02445382463416,26.0375889061074,3.34834360820293e-07,5.71636254512019e-07,"SNORA55","snoRNA"
"ENSG00000201512",1.81971775651819,-1.68297820978977,52.1606392070771,5.11410168636236e-13,1.20895107735423e-12,"SNORA71C","snoRNA"
"ENSG00000201558",2.35989646710077,-3.51300758051174,14.2387012568632,0.000161024633246511,0.000232668010332114,"RNVU1-6","snRNA"
"ENSG00000201772",1.38743460406361,-1.50430981504605,48.5495544086286,3.22047485840095e-12,7.31091272266184e-12,"SNORA5C","snoRNA"
"ENSG00000201998",7.01561432083902,0.91045500328021,79.870605627824,3.9974954827851e-19,1.28136646494204e-18,"SNORA23","snoRNA"
"ENSG00000202538",6.39561269650287,3.96421700063737,116.767858754134,3.2271355087426e-27,1.47102776578697e-26,"RNU4-2","snRNA"
"ENSG00000203441",1.35127506214484,-2.47132629623289,73.9134214389242,8.16194701288894e-18,2.45639216920844e-17,"LINC00449","lncRNA"
"ENSG00000203499",2.1089471662664,5.88445740205967,317.676765968461,4.64469916495036e-71,7.84371058115643e-70,"IQANK1","protein_coding"
"ENSG00000203601",1.99925244386249,-4.34607154593985,27.8662964425827,1.29994536765462e-07,2.27607131024267e-07,"LINC00970","lncRNA"
"ENSG00000203645",2.38084444355753,-3.89031998243684,22.0542091441099,2.65057813375484e-06,4.27953469253959e-06,"LINC00501","lncRNA"
"ENSG00000203667",1.3928513599023,3.1916543275189,242.557938292905,1.08886203623493e-54,1.25670142111019e-53,"COX20","protein_coding"
"ENSG00000203668",1.16616796481595,5.16135352203651,150.193944217814,1.5724191284713e-34,9.5575054848341e-34,"CHML","protein_coding"
"ENSG00000203697",1.22979602051572,5.82426112875099,30.5254318850389,3.29518410179283e-08,5.97884334004365e-08,"CAPN8","protein_coding"
"ENSG00000203710",-1.0325798890524,0.939024712535454,48.7767535931257,2.86819284683541e-12,6.5286616265054e-12,"CR1","protein_coding"
"ENSG00000203724",1.46440377720672,1.05164427211598,139.652524300847,3.17102232248559e-32,1.75712472727504e-31,"C1orf53","protein_coding"
"ENSG00000203727",-2.87050196650882,2.99176530767435,635.872041431633,2.6406781723804e-140,1.58970456025555e-138,"SAMD5","protein_coding"
"ENSG00000203734",1.20184319877095,-0.0152038195173462,73.3315797107891,1.09600236967198e-17,3.27926464495351e-17,"ECT2L","protein_coding"
"ENSG00000203737",3.38565734155634,-3.80022136261791,33.0885459968018,8.80559250944853e-09,1.64941017859208e-08,"GPR52","protein_coding"
"ENSG00000203740",6.28309527845403,-1.97659701388536,297.824652964066,9.81096849859019e-67,1.51275051830041e-65,"METTL11B","protein_coding"
"ENSG00000203747",1.28882119783705,6.30666617733733,124.34540948922,7.07843951910923e-29,3.44215813563265e-28,"FCGR3A","protein_coding"
"ENSG00000203756",3.05095473305807,-2.2085776352095,147.260549009733,6.88294413750375e-34,4.07317431438139e-33,"TMEM244","protein_coding"
"ENSG00000203760",2.17110284512277,3.50588878546395,168.566182549436,1.52171776675515e-38,1.05890492474346e-37,"CENPW","protein_coding"
"ENSG00000203780",1.38953433088099,3.00288520389713,117.765283513741,1.95169711820135e-27,8.98886712881167e-27,"FANK1","protein_coding"
"ENSG00000203782",4.57650200839289,-0.403793640279911,35.5480211929392,2.48839703570657e-09,4.81127916152426e-09,"LORICRIN","protein_coding"
"ENSG00000203805",5.46076351316009,3.02167565881647,590.37583945697,2.07567128096594e-130,1.03280531467451e-128,"PLPP4","protein_coding"
"ENSG00000203808",-1.58406707216758,-2.57365551395808,78.6959539661425,7.24437902924397e-19,2.28976848104689e-18,"BVES-AS1","lncRNA"
"ENSG00000203812",3.20572853517541,-3.92257856028673,61.8420585975883,3.72140201464219e-15,9.82883497570695e-15,"H2AC18","protein_coding"
"ENSG00000203814",3.31902047960966,1.89972714476505,224.209969426772,1.09174317417955e-50,1.11489270221844e-49,"H2BC18","protein_coding"
"ENSG00000203877",2.04972325974758,-2.7180466000894,8.62361246749026,0.00331833106187075,0.00434418735229136,"RIPPLY2","protein_coding"
